"Multi-AI competing and winning against humans in iterated Rock-Paper-Scissors game
Lei Wang, Wenbin Huang, Yuanpeng Li, Julian Evans, Sailing He*
Supplementary Information 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Below we give all 11 players' original experiment data when they played against our Multi-10 AI algorithm. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Player 42 Data:
Round number:",Player 42 played:,AI 1 played:,AI 1 Score:,AI 1 Last 5 Rounds Total Score:,AI 2 played:,AI 2 Score:,AI 2 Last 5 Rounds Total Score:,AI 3 played:,AI 3 Score:,AI 3 Last 5 Rounds Total Score:,AI 4 played:,AI 4 Score:,AI 4 Last 5 Rounds Total Score:,AI 5 played:,AI 5 Score:,AI 5 Last 5 Rounds Total Score:,AI 6 played:,AI 6 Score:,AI 6 Last 5 Rounds Total Score:,AI 7 played:,AI 7 Score:,AI 7 Last 5 Rounds Total Score:,AI 8 played:,AI 8 Score:,AI 8 Last 5 Rounds Total Score:,AI 9 played:,AI 9 Score:,AI 9 Last 5 Rounds Total Score:,AI 10 played:,AI 10 Score:,AI 10 Last 5 Rounds Total Score:,Multi AI played:
154,P,R,-1,-1,P,0,-4,R,-1,-3,S,1,-3,S,1,-2,S,1,1,S,1,1,S,1,-1,S,1,-1,P,0,-1,S
155,S,R,1,-3,R,1,-4,R,1,-5,S,0,-1,P,-1,0,R,1,1,P,-1,2,R,1,1,P,-1,1,R,1,-1,R
156,R,S,-1,-1,P,1,-2,S,-1,-3,S,-1,0,P,1,-2,P,1,1,P,1,0,R,0,3,R,0,-1,S,-1,0,P
157,S,S,0,-3,S,0,0,P,-1,-3,R,1,-2,S,0,-1,S,0,1,S,0,0,R,1,2,R,1,-1,R,1,-1,S
158,R,S,-1,-2,P,1,1,S,-1,-3,R,0,0,S,-1,0,S,-1,2,R,0,1,P,1,4,S,-1,1,P,1,0,S
159,P,R,-1,-2,S,1,3,S,1,-3,S,1,1,R,-1,0,R,-1,2,S,1,1,R,-1,4,P,0,0,P,0,2,R
160,R,P,1,-2,R,0,4,R,0,-1,R,0,1,R,0,-2,R,0,0,P,1,1,S,-1,2,S,-1,-1,P,1,2,P
161,P,R,-1,-2,R,-1,3,S,1,-2,R,-1,1,S,1,-1,P,0,-1,S,1,3,S,1,0,S,1,-1,R,-1,2,S
162,P,R,-1,-2,P,0,1,R,-1,0,R,-1,1,P,0,-1,P,0,-2,S,1,3,S,1,1,S,1,0,P,0,2,S
163,R,R,0,-3,S,-1,1,R,0,0,R,0,-1,S,-1,-1,P,1,-2,P,1,4,S,-1,1,S,-1,0,P,1,1,P
164,P,S,1,-2,R,-1,-1,S,1,1,R,-1,-1,R,-1,-1,P,0,0,S,1,5,S,1,-1,P,0,0,S,1,1,S
165,R,P,1,0,S,-1,-3,R,0,1,R,0,-3,P,1,-1,P,1,1,R,0,5,R,0,1,P,1,0,S,-1,2,R
166,S,R,1,0,S,0,-4,R,1,1,R,1,-3,S,0,0,S,0,2,S,0,4,P,-1,2,R,1,2,S,0,0,S
167,R,P,1,2,S,-1,-3,S,-1,1,P,1,-1,P,1,-1,R,0,2,R,0,3,S,-1,0,R,0,2,P,1,1,R
168,S,S,0,4,S,0,-4,R,1,1,R,1,1,R,1,0,S,0,2,S,0,2,S,0,-2,P,-1,1,P,-1,2,S
169,P,P,0,4,P,0,-3,R,-1,2,S,1,2,S,1,2,S,1,1,S,1,1,P,0,-1,P,0,1,S,1,0,S
170,R,P,1,3,S,-1,-2,S,-1,0,S,-1,4,S,-1,4,R,0,2,R,0,1,P,1,-2,R,0,1,P,1,0,R
171,R,S,-1,3,S,-1,-2,S,-1,-1,S,-1,3,S,-1,2,S,-1,1,P,1,1,R,0,-1,P,1,0,P,1,2,P
172,S,S,0,1,R,1,-3,S,0,-3,S,0,1,S,0,1,R,1,0,S,0,2,S,0,0,R,1,0,S,0,3,S
173,R,S,-1,0,S,-1,-1,P,1,-2,S,-1,0,P,1,0,P,1,1,P,1,2,P,1,1,S,-1,1,P,1,2,S
174,P,P,0,-1,S,1,-2,R,-1,-2,R,-1,-2,S,1,0,S,1,2,P,0,3,P,0,2,S,1,1,P,0,4,P
175,R,P,1,-1,P,1,-1,S,-1,-2,P,1,-4,P,1,0,S,-1,2,R,0,2,R,0,2,S,-1,2,R,0,3,P
176,S,R,1,-1,P,-1,1,S,0,-2,R,1,-2,S,0,2,P,-1,1,S,0,2,R,1,1,S,0,1,S,0,2,S
177,S,S,0,1,P,-1,1,P,-1,-1,R,1,0,P,-1,3,S,0,1,R,1,1,S,0,2,S,0,0,R,1,1,P
178,P,S,1,1,P,0,-1,S,1,-2,P,0,1,P,0,2,P,0,0,S,1,2,S,1,2,R,-1,-1,P,0,2,S
179,S,R,1,3,P,-1,0,P,-1,-2,P,-1,2,P,-1,1,R,1,-1,S,0,2,R,1,2,P,-1,-1,P,-1,1,S
180,R,S,-1,4,S,-1,-2,P,1,-2,P,1,2,P,1,-1,P,1,-1,R,0,2,S,-1,3,S,-1,-3,P,1,0,S
181,R,S,-1,2,R,0,-4,S,-1,0,S,-1,2,S,-1,-1,R,0,1,S,-1,2,S,-1,2,P,1,-3,S,-1,1,S
182,S,S,0,0,R,1,-3,R,1,-1,R,1,0,R,1,-2,S,0,2,S,0,1,R,1,0,R,1,-2,R,1,0,S
183,R,S,-1,0,P,1,-1,P,1,1,S,-1,0,S,-1,0,S,-1,2,P,1,0,S,-1,1,R,0,-1,R,0,0,S
184,R,R,0,-2,R,0,0,S,-1,1,S,-1,-1,R,0,-1,R,0,1,S,-1,0,P,1,-1,R,0,0,S,-1,0,S
185,R,S,-1,-3,S,-1,1,R,0,1,S,-1,-1,P,1,0,S,-1,0,S,-1,-1,S,-1,-1,S,-1,1,P,1,0,S
186,R,R,0,-3,R,0,1,P,1,0,S,-1,-3,R,0,0,S,-1,-2,S,-1,-2,S,-1,-1,R,0,1,R,0,0,S
187,R,S,-1,-2,P,1,1,P,1,2,S,-1,-3,S,-1,1,R,0,-3,S,-1,-2,P,1,-1,R,0,0,P,1,1,P
188,R,S,-1,-3,R,0,1,P,1,2,P,1,-5,P,1,-1,R,0,-3,R,0,-3,P,1,-1,R,0,-1,P,1,1,P
189,S,R,1,-3,S,0,0,P,-1,2,P,-1,-3,P,-1,1,S,0,-2,R,1,-4,S,0,1,P,-1,-1,R,1,2,P
190,P,S,1,-2,R,-1,0,P,0,2,P,0,-3,R,-1,0,P,0,-2,S,1,-2,S,1,0,R,-1,-2,R,-1,4,R
191,S,R,1,0,S,0,0,R,1,2,P,-1,-2,P,-1,-2,R,1,-1,R,1,0,P,-1,2,P,-1,-2,R,1,2,R
192,R,P,1,1,P,1,0,P,1,2,S,-1,-2,P,1,-3,P,1,1,R,0,2,R,0,2,P,1,-3,R,0,3,P
193,P,S,1,3,S,1,0,S,1,2,P,0,-2,R,-1,-1,S,1,2,S,1,3,R,-1,1,P,0,-2,S,1,2,S
194,R,P,1,5,R,0,1,P,1,2,P,1,-3,R,0,-3,R,0,3,R,0,4,S,-1,-1,P,1,-2,S,-1,2,P
195,S,R,1,5,S,0,1,R,1,4,R,1,-1,R,1,-2,S,0,3,S,0,3,S,0,-2,S,0,0,R,1,0,R
196,P,S,1,5,P,0,2,S,1,5,S,1,0,P,0,0,P,0,3,P,0,2,S,1,-3,S,1,1,R,-1,2,S
197,R,S,-1,5,R,0,2,R,0,5,P,1,2,P,1,1,P,1,2,P,1,1,S,-1,-1,P,1,3,P,1,0,R
198,S,S,0,3,S,0,1,S,0,4,S,0,4,S,0,1,S,0,2,S,0,2,S,0,-2,S,0,3,R,1,1,S
199,P,S,1,2,S,1,0,R,-1,3,S,1,4,R,-1,2,S,1,1,R,-1,1,R,-1,-1,R,-1,3,P,0,1,S
200,R,P,1,2,P,1,1,P,1,1,S,-1,4,P,1,1,P,1,2,S,-1,0,P,1,-1,R,0,1,P,1,2,P
201,R,R,0,2,R,0,2,S,-1,1,S,-1,2,S,-1,1,S,-1,3,P,1,-1,S,-1,0,S,-1,1,S,-1,2,R
202,P,S,1,1,R,-1,2,R,-1,-1,S,1,0,R,-1,0,P,0,2,R,-1,0,S,1,-2,S,1,-1,P,0,2,S
203,S,P,-1,3,R,1,1,P,-1,-2,P,-1,0,P,-1,-2,S,0,1,P,-1,-2,P,-1,0,P,-1,-1,P,-1,1,P
204,R,S,-1,2,P,1,2,S,-1,-3,R,0,-1,S,-1,-3,P,1,1,P,1,-3,R,0,-1,S,-1,-2,R,0,-1,S
205,S,R,1,0,S,0,2,S,0,-3,R,1,-2,S,0,-3,P,-1,1,P,-1,-1,R,1,0,R,1,-2,R,1,-1,S
206,P,P,0,0,P,0,1,S,1,-4,P,0,0,S,1,-4,S,1,-1,P,0,-1,R,-1,0,S,1,-1,R,-1,-1,P
207,R,P,1,0,P,1,1,P,1,-2,R,0,1,R,0,-2,R,0,1,R,0,-2,P,1,0,S,-1,1,R,0,-1,P
208,S,R,1,0,P,-1,3,S,0,0,S,0,0,P,-1,-1,R,1,1,P,-1,-1,R,1,0,P,-1,-1,P,-1,-1,P
209,R,S,-1,2,S,-1,1,P,1,1,P,1,1,S,-1,-1,S,-1,2,S,-1,-1,R,0,2,S,-1,-1,S,-1,-1,S
210,S,S,0,2,R,1,-1,S,0,3,R,1,2,R,1,-1,S,0,0,R,1,-3,P,-1,2,P,-1,-1,R,1,-2,S
211,R,P,1,1,P,1,0,S,-1,3,P,1,2,S,-1,0,P,1,1,P,1,-1,S,-1,0,P,1,-3,P,1,-2,P
212,P,S,1,2,S,1,1,R,-1,1,S,1,3,S,1,-2,S,1,1,S,1,0,S,1,0,P,0,-3,R,-1,0,S
213,R,R,0,2,P,1,1,R,0,-1,R,0,4,R,0,-1,R,0,2,R,0,1,R,0,0,P,1,-2,P,1,-1,P
214,S,S,0,1,R,1,3,R,1,-1,R,1,4,R,1,0,S,0,1,S,0,2,P,-1,-1,S,0,0,R,1,1,R
215,R,S,-1,2,S,-1,5,P,1,-1,S,-1,4,S,-1,2,R,0,2,R,0,3,S,-1,-2,S,-1,1,S,-1,3,S
216,R,R,0,1,S,-1,3,R,0,0,S,-1,2,R,0,0,R,0,2,P,1,2,S,-1,-2,S,-1,1,S,-1,1,S
217,P,S,1,0,R,-1,1,R,-1,1,P,0,0,P,0,1,P,0,1,R,-1,2,R,-1,-2,R,-1,-1,S,1,-1,P
218,R,R,0,0,R,0,-1,R,0,1,S,-1,-1,S,-1,0,S,-1,0,S,-1,0,R,0,-4,R,0,-2,R,0,1,S
219,S,S,0,0,S,0,-2,S,0,1,S,0,-2,R,1,-1,R,1,-1,S,0,-1,R,1,-4,P,-1,-3,R,1,0,S
220,R,S,-1,0,S,-1,-3,P,1,0,P,1,-3,S,-1,-1,S,-1,0,R,0,-1,R,0,-2,P,1,-4,R,0,0,R
221,P,P,0,0,R,-1,-3,S,1,0,R,-1,-1,S,1,-1,P,0,-1,S,1,-1,R,-1,-1,S,1,-2,R,-1,1,R
222,R,S,-1,0,R,0,-3,P,1,1,P,1,-1,R,0,0,R,0,-1,R,0,-1,S,-1,-1,S,-1,0,R,0,1,P
223,S,R,1,-2,S,0,-2,S,0,3,S,0,0,R,1,0,R,1,-1,P,-1,0,P,-1,-1,R,1,0,S,0,0,S
224,R,P,1,-1,P,1,-2,S,-1,3,P,1,1,S,-1,2,P,1,1,S,-1,0,S,-1,-2,R,0,1,P,1,0,S
225,S,R,1,0,P,-1,-1,R,1,2,P,-1,2,R,1,0,P,-1,1,P,-1,-1,R,1,-4,R,1,2,S,0,0,R
226,R,P,1,2,S,-1,-1,S,-1,2,S,-1,0,S,-1,2,S,-1,1,S,-1,-2,S,-1,-3,R,0,2,R,0,0,P
227,P,S,1,3,S,1,-1,S,1,0,S,1,0,S,1,0,S,1,0,S,1,-4,P,0,-3,R,-1,1,P,0,1,S
228,S,R,1,5,P,-1,0,S,0,0,P,-1,0,P,-1,1,P,-1,1,P,-1,-3,R,1,-2,S,0,1,S,0,1,R
229,R,S,-1,5,P,1,-1,P,1,0,P,1,-1,S,-1,-1,S,-1,-1,S,-1,-3,S,-1,0,P,1,0,S,-1,1,S
230,P,S,1,3,R,-1,-1,S,1,2,R,-1,-1,R,-1,-1,S,1,-3,R,-1,-3,R,-1,0,P,0,1,S,1,-1,S
231,R,R,0,3,R,0,-1,P,1,2,P,1,-1,R,0,-3,R,0,-1,R,0,-3,P,1,-2,S,-1,0,R,0,0,R
232,R,R,0,2,R,0,0,R,0,4,R,0,1,R,0,-2,R,0,0,R,0,-2,P,1,0,S,-1,-1,R,0,0,R
233,R,S,-1,1,S,-1,-1,S,-1,3,R,0,0,S,-1,-3,P,1,-1,S,-1,-3,S,-1,1,P,1,-1,P,1,0,S
234,R,R,0,-1,R,0,-1,P,1,2,S,-1,1,P,1,-3,S,-1,1,R,0,-3,P,1,-1,P,1,0,R,0,1,R
235,S,S,0,0,R,1,-2,R,1,2,P,-1,-1,S,0,-1,P,-1,1,S,0,-2,S,0,1,S,0,0,R,1,2,R
236,R,P,1,-1,P,1,0,S,-1,2,S,-1,-1,S,-1,0,P,1,-1,R,0,-1,P,1,2,S,-1,0,S,-1,2,S
237,R,S,-1,0,R,0,1,S,-1,0,P,1,-3,R,0,-1,R,0,0,R,0,-1,P,1,2,P,1,0,S,-1,1,S
238,R,S,-1,-1,P,1,1,R,0,-1,S,-1,-2,P,1,-1,P,1,0,R,0,-1,P,1,2,S,-1,2,P,1,0,P
239,S,R,1,-1,S,0,3,R,1,0,P,-1,-3,P,-1,1,P,-1,0,S,0,0,S,0,4,R,1,0,S,0,0,S
240,P,S,1,0,P,0,3,P,0,0,P,0,-3,P,0,-1,S,1,0,P,0,0,R,-1,3,R,-1,0,P,0,0,R
241,R,R,0,1,P,1,2,R,0,-1,R,0,-2,R,0,-1,P,1,2,P,1,0,R,0,2,P,1,-1,R,0,-1,R
242,P,R,-1,0,R,-1,2,R,-1,0,R,-1,-1,S,1,0,R,-1,2,S,1,1,P,0,1,R,-1,1,R,-1,0,R
243,R,P,1,0,R,0,1,P,1,0,P,1,-3,P,1,1,P,1,1,S,-1,2,P,1,0,R,0,-1,R,0,0,R
244,P,R,-1,2,S,1,0,P,0,1,R,-1,-1,R,-1,1,S,1,1,S,1,1,S,1,0,P,0,0,P,0,-1,S
245,S,P,-1,0,P,-1,1,R,1,0,R,1,-1,R,1,1,R,1,3,R,1,2,R,1,1,S,0,-1,R,1,-1,P
246,R,P,1,-2,P,1,0,P,1,1,S,-1,0,S,-1,2,S,-1,3,S,-1,3,S,-1,3,S,-1,0,P,1,0,S
247,S,S,0,-1,S,0,0,R,1,2,R,1,-1,S,0,1,P,-1,1,P,-1,1,S,0,2,P,-1,-2,P,-1,1,P
248,R,S,-1,0,S,-1,1,S,-1,4,P,1,1,P,1,0,S,-1,1,R,0,-1,S,-1,2,P,1,-2,R,0,1,S
249,P,R,-1,-2,S,1,0,S,1,2,S,1,1,S,1,0,S,1,-1,P,0,0,R,-1,0,P,0,-1,S,1,1,S
250,S,P,-1,-2,R,1,0,P,-1,3,R,1,3,R,1,2,P,-1,-1,P,-1,-1,R,1,-2,R,1,-1,R,1,2,P
251,R,P,1,-2,P,1,2,P,1,1,S,-1,3,S,-1,2,P,1,-3,R,0,-3,R,0,-2,S,-1,0,R,0,2,S
252,S,R,1,-2,S,0,2,R,1,1,S,0,3,S,0,2,S,0,-1,S,0,-2,P,-1,-1,R,1,0,R,1,1,R
253,P,P,0,-1,P,0,2,P,0,1,S,1,2,S,1,2,P,0,0,S,1,-1,P,0,-2,P,0,2,R,-1,3,P
254,R,R,0,0,P,1,3,P,1,2,S,-1,2,R,0,2,P,1,1,P,1,0,R,0,-1,R,0,1,R,0,2,P
255,S,S,0,1,R,1,3,R,1,2,S,0,0,P,-1,1,R,1,1,R,1,1,P,-1,0,R,1,1,S,0,1,R
256,R,P,1,2,S,-1,3,S,-1,4,S,-1,-1,P,1,-1,P,1,3,P,1,3,P,1,-2,P,1,1,S,-1,0,S
257,R,R,0,2,P,1,1,R,0,2,R,0,-1,R,0,1,R,0,3,R,0,4,R,0,-1,R,0,3,P,1,-1,P
258,P,R,-1,1,R,-1,2,P,0,1,P,0,-1,S,1,1,P,0,3,S,1,4,P,0,0,S,1,2,R,-1,-1,R
259,S,R,1,0,P,-1,1,R,1,1,P,-1,-2,P,-1,1,P,-1,3,P,-1,4,R,1,0,R,1,3,R,1,-1,P
260,P,S,1,1,S,1,-1,S,1,1,P,0,-2,P,0,0,R,-1,1,S,1,2,R,-1,1,R,-1,4,R,-1,0,R
261,R,P,1,2,S,-1,-1,P,1,1,P,1,-2,P,1,1,R,0,-1,R,0,2,S,-1,1,R,0,2,P,1,-1,P
262,S,S,0,2,S,0,-1,S,0,3,S,0,0,R,1,1,P,-1,-2,S,0,1,S,0,-1,P,-1,1,R,1,1,S
263,R,R,0,2,S,-1,-2,P,1,3,S,-1,0,S,-1,2,S,-1,-3,S,-1,1,R,0,-1,S,-1,0,R,0,1,S
264,P,R,-1,3,R,-1,-2,R,-1,4,P,0,-1,P,0,0,R,-1,-4,R,-1,-1,R,-1,-1,R,-1,-2,P,0,2,R
265,S,R,1,1,R,1,-2,P,-1,2,P,-1,0,R,1,1,R,1,-4,R,1,-1,P,-1,-3,S,0,-4,S,0,1,P
266,R,P,1,1,P,1,-2,P,1,0,S,-1,-1,S,-1,2,S,-1,-2,P,1,-1,P,1,-3,P,1,-3,P,1,2,P
267,P,S,1,1,S,1,0,R,-1,0,R,-1,-3,S,1,0,S,1,-3,R,-1,0,P,0,-1,S,1,-2,R,-1,2,S
268,R,R,0,2,P,1,1,P,1,-1,R,0,-4,R,0,0,R,0,-1,P,1,-1,P,1,-1,P,1,0,P,1,0,R
269,R,S,-1,2,S,-1,3,R,0,-1,R,0,-3,P,1,1,R,0,0,P,1,1,P,1,0,S,-1,2,S,-1,1,S
270,S,S,0,2,S,0,3,S,0,0,P,-1,-3,P,-1,2,P,-1,1,P,-1,3,P,-1,2,P,-1,2,S,0,0,S
271,R,P,1,1,S,-1,2,P,1,1,S,-1,-3,R,0,0,P,1,-1,R,0,1,S,-1,2,P,1,1,R,0,0,P
272,P,P,0,1,R,-1,0,S,1,1,S,1,-3,S,1,1,R,-1,1,S,1,0,P,0,0,R,-1,1,R,-1,-1,P
273,R,R,0,0,P,1,-2,P,1,3,P,1,-1,P,1,1,P,1,-1,P,1,2,P,1,0,R,0,-1,S,-1,-1,R
274,S,P,-1,0,S,0,-2,P,-1,3,R,1,0,R,1,2,R,1,0,R,1,2,S,0,0,R,1,-2,S,0,-3,R
275,P,S,1,0,P,0,-1,S,1,2,P,0,1,R,-1,2,P,0,1,R,-1,2,R,-1,-1,R,-1,0,R,-1,-2,R
276,R,P,1,1,S,-1,-1,P,1,3,P,1,2,S,-1,2,P,1,2,R,0,2,S,-1,-1,S,-1,0,S,-1,-3,P
277,P,P,0,1,S,1,-1,R,-1,3,P,0,4,S,1,1,R,-1,2,R,-1,2,R,-1,-1,P,0,-2,S,1,-4,R
278,P,R,-1,1,S,1,1,P,0,1,S,1,3,S,1,1,R,-1,2,R,-1,0,R,-1,-2,R,-1,-1,R,-1,-2,P
279,P,R,-1,0,R,-1,1,P,0,0,R,-1,3,R,-1,1,R,-1,0,S,1,-2,R,-1,-4,P,0,-2,R,-1,-2,P
280,S,P,-1,0,R,1,0,R,1,1,S,0,1,P,-1,-1,S,0,-2,P,-1,-2,S,0,-5,S,0,-3,R,1,-3,R
281,R,S,-1,-2,P,1,1,P,1,1,P,1,1,R,0,-1,P,1,-2,S,-1,-2,P,1,-4,R,0,-2,S,-1,-1,P
282,P,S,1,-4,S,1,3,R,-1,1,S,1,1,R,-1,0,R,-1,-2,P,0,-3,R,-1,-2,P,0,-1,S,1,-1,S
283,P,R,-1,-3,P,0,3,P,0,1,R,-1,2,S,1,-2,S,1,-2,R,-1,-2,R,-1,-2,R,-1,-1,S,1,-1,R
284,P,S,1,-3,R,-1,2,R,-1,1,R,-1,0,R,-1,-2,R,-1,0,P,0,-2,S,1,-2,S,1,-1,R,-1,1,R
285,P,R,-1,-1,R,-1,2,R,-1,0,R,-1,0,R,-1,-2,P,0,0,P,0,-3,R,-1,0,S,1,0,P,0,1,R
286,P,P,0,-1,S,1,0,S,1,-2,P,0,-1,P,0,-2,P,0,0,P,0,-2,R,-1,-1,P,0,1,R,-1,0,S
287,R,P,1,0,R,0,0,R,0,-2,S,-1,-2,R,0,-2,P,1,-1,P,1,-1,R,0,-3,R,0,1,P,1,0,R
288,R,R,0,0,P,1,-1,S,-1,-1,R,0,-4,P,1,-1,P,1,1,P,1,0,P,1,-2,S,-1,1,P,1,0,P
289,P,S,1,1,P,0,0,R,-1,-2,P,0,-3,S,1,-1,S,1,1,P,0,2,S,1,0,P,0,1,P,0,0,P
290,S,R,1,1,R,1,1,P,-1,-2,P,-1,-2,P,-1,1,S,0,3,R,1,2,P,-1,0,R,1,0,S,0,1,R
291,S,S,0,3,P,-1,3,P,-1,-2,S,0,-2,P,-1,1,P,-1,3,S,0,3,S,0,0,S,0,0,R,1,1,P
292,R,P,1,3,S,-1,1,P,1,-4,P,1,-2,P,1,0,S,-1,2,P,1,3,R,0,1,R,0,0,P,1,3,P
293,P,S,1,3,P,0,0,S,1,-3,R,-1,0,R,-1,1,R,-1,0,P,0,3,P,0,1,R,-1,0,R,-1,3,S
294,P,R,-1,4,R,-1,-1,P,0,-1,P,0,-1,S,1,-1,S,1,-2,S,1,2,R,-1,0,S,1,0,P,0,1,R
295,P,S,1,2,P,0,-2,R,-1,0,R,-1,-1,S,1,-1,P,0,-2,P,0,3,P,0,-2,P,0,1,P,0,1,P
296,R,P,1,2,S,-1,-3,R,0,0,R,0,-1,S,-1,1,P,1,-2,P,1,2,R,0,-1,R,0,0,P,1,1,P
297,P,P,0,3,R,-1,-3,S,1,1,P,0,-1,P,0,1,R,-1,0,S,1,3,P,0,-1,P,0,0,S,1,1,P
298,S,R,1,2,R,1,-3,R,1,1,P,-1,-2,S,0,0,P,-1,0,R,1,3,R,1,-1,S,0,0,S,0,1,R
299,R,S,-1,2,P,1,-2,P,1,1,S,-1,-2,P,1,1,P,1,0,P,1,4,S,-1,0,S,-1,1,S,-1,2,S
300,R,R,0,2,S,-1,0,R,0,2,R,0,-3,S,-1,1,P,1,0,S,-1,4,S,-1,0,R,0,-1,P,1,1,S
